Run,AvgSpotLen,Bases,BioProject,BioSample,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,SRA Study,ArrayExpress-SPECIES
ERR1749493,302,30169916572,PRJEB15289,SAMEA4032059,ERX1818673,HiSeq X Ten,DN461233J:E7,PAIRED,RANDOM,GENOMIC,Rhamphochromis longiceps,ILLUMINA,ERP017005,Rhamphochromis longiceps
ERR1749494,302,32567641344,PRJEB15289,SAMEA4033273,ERX1818674,HiSeq X Ten,DN461233J:F7,PAIRED,RANDOM,GENOMIC,Rhamphochromis longiceps,ILLUMINA,ERP017005,Rhamphochromis longiceps
ERR1749495,302,33194605726,PRJEB15289,SAMEA4032060,ERX1818675,HiSeq X Ten,DN461233J:G7,PAIRED,RANDOM,GENOMIC,Rhamphochromis longiceps,ILLUMINA,ERP017005,Rhamphochromis longiceps
ERR1749496,302,38004089210,PRJEB15289,SAMEA4033274,ERX1818676,HiSeq X Ten,DN461233J:H7,PAIRED,RANDOM,GENOMIC,Rhamphochromis longiceps,ILLUMINA,ERP017005,Rhamphochromis longiceps
ERR1749497,302,37198616252,PRJEB15289,SAMEA4032061,ERX1818677,HiSeq X Ten,DN461233J:A8,PAIRED,RANDOM,GENOMIC,Rhamphochromis longiceps,ILLUMINA,ERP017005,Rhamphochromis longiceps
ERR1749498,302,33981965328,PRJEB15289,SAMEA4033275,ERX1818678,HiSeq X Ten,DN461233J:B8,PAIRED,RANDOM,GENOMIC,Rhamphochromis longiceps,ILLUMINA,ERP017005,Rhamphochromis longiceps
ERR1749499,302,28169926404,PRJEB15289,SAMEA4032064,ERX1818679,HiSeq X Ten,DN461233J:C8,PAIRED,RANDOM,GENOMIC,Rhamphochromis longiceps,ILLUMINA,ERP017005,Rhamphochromis longiceps
ERR1749500,302,32028166966,PRJEB15289,SAMEA4033276,ERX1818680,HiSeq X Ten,DN461233J:D8,PAIRED,RANDOM,GENOMIC,Rhamphochromis longiceps,ILLUMINA,ERP017005,Rhamphochromis longiceps
ERR1749501,302,34475461414,PRJEB15289,SAMEA4032065,ERX1818681,HiSeq X Ten,DN461233J:E8,PAIRED,RANDOM,GENOMIC,Rhamphochromis longiceps,ILLUMINA,ERP017005,Rhamphochromis longiceps
ERR1749502,302,33600359940,PRJEB15289,SAMEA4033277,ERX1818682,HiSeq X Ten,DN461233J:F8,PAIRED,RANDOM,GENOMIC,Rhamphochromis longiceps,ILLUMINA,ERP017005,Rhamphochromis longiceps
ERR1749503,302,36695759676,PRJEB15289,SAMEA4032066,ERX1818683,HiSeq X Ten,DN461233J:G8,PAIRED,RANDOM,GENOMIC,Maylandia zebra,ILLUMINA,ERP017005,Maylandia zebra
ERR1749504,302,34296025698,PRJEB15289,SAMEA4033278,ERX1818684,HiSeq X Ten,DN461233J:H8,PAIRED,RANDOM,GENOMIC,Maylandia zebra,ILLUMINA,ERP017005,Maylandia zebra
ERR1749505,302,34421376536,PRJEB15289,SAMEA4032067,ERX1818685,HiSeq X Ten,DN461233J:A9,PAIRED,RANDOM,GENOMIC,Maylandia zebra,ILLUMINA,ERP017005,Maylandia zebra
ERR1749506,302,33812803048,PRJEB15289,SAMEA4033279,ERX1818686,HiSeq X Ten,DN461233J:B9,PAIRED,RANDOM,GENOMIC,Maylandia zebra,ILLUMINA,ERP017005,Maylandia zebra
ERR1749507,302,34501192418,PRJEB15289,SAMEA4032068,ERX1818687,HiSeq X Ten,DN461233J:C9,PAIRED,RANDOM,GENOMIC,Maylandia zebra,ILLUMINA,ERP017005,Maylandia zebra
ERR1749508,302,34315509530,PRJEB15289,SAMEA4033280,ERX1818688,HiSeq X Ten,DN461233J:D9,PAIRED,RANDOM,GENOMIC,Maylandia zebra,ILLUMINA,ERP017005,Maylandia zebra
ERR1749509,302,34942003698,PRJEB15289,SAMEA4032069,ERX1818689,HiSeq X Ten,DN461233J:E9,PAIRED,RANDOM,GENOMIC,Maylandia zebra,ILLUMINA,ERP017005,Maylandia zebra
ERR1749510,302,34168450328,PRJEB15289,SAMEA4033281,ERX1818690,HiSeq X Ten,DN461233J:F9,PAIRED,RANDOM,GENOMIC,Maylandia zebra,ILLUMINA,ERP017005,Maylandia zebra
ERR1749511,302,36467643674,PRJEB15289,SAMEA4032070,ERX1818691,HiSeq X Ten,DN461233J:G9,PAIRED,RANDOM,GENOMIC,Maylandia zebra,ILLUMINA,ERP017005,Maylandia zebra
ERR1749512,302,35393158478,PRJEB15289,SAMEA4033282,ERX1818692,HiSeq X Ten,DN461233J:H9,PAIRED,RANDOM,GENOMIC,Maylandia zebra,ILLUMINA,ERP017005,Maylandia zebra
ERR1749513,302,37060887642,PRJEB15289,SAMEA4032088,ERX1818693,HiSeq X Ten,DN461233J:A10,PAIRED,RANDOM,GENOMIC,Maylandia zebra,ILLUMINA,ERP017005,Maylandia zebra
ERR1749514,302,36334827396,PRJEB15289,SAMEA4033283,ERX1818694,HiSeq X Ten,DN461233J:B10,PAIRED,RANDOM,GENOMIC,Maylandia zebra,ILLUMINA,ERP017005,Maylandia zebra
ERR1749515,302,32734656102,PRJEB15289,SAMEA4032089,ERX1818695,HiSeq X Ten,DN461233J:C10,PAIRED,RANDOM,GENOMIC,Maylandia zebra,ILLUMINA,ERP017005,Maylandia zebra
ERR1749516,302,29033879548,PRJEB15289,SAMEA4033284,ERX1818696,HiSeq X Ten,DN461233J:D10,PAIRED,RANDOM,GENOMIC,Maylandia zebra,ILLUMINA,ERP017005,Maylandia zebra
ERR1749517,302,32769706222,PRJEB15289,SAMEA4032090,ERX1818697,HiSeq X Ten,DN461233J:E10,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP017005,Diplotaxodon limnothrissa
ERR1749518,302,26482778338,PRJEB15289,SAMEA4033285,ERX1818698,HiSeq X Ten,DN461233J:F10,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP017005,Diplotaxodon limnothrissa
ERR1749519,302,34848354102,PRJEB15289,SAMEA4032091,ERX1818699,HiSeq X Ten,DN461233J:G10,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP017005,Diplotaxodon limnothrissa
ERR1749520,302,40368481940,PRJEB15289,SAMEA4033286,ERX1818700,HiSeq X Ten,DN461233J:H10,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP017005,Diplotaxodon limnothrissa
ERR1749521,302,38944365606,PRJEB15289,SAMEA4032092,ERX1818701,HiSeq X Ten,DN461233J:A11,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP017005,Diplotaxodon limnothrissa
ERR1749522,302,35578920490,PRJEB15289,SAMEA4033287,ERX1818702,HiSeq X Ten,DN461233J:B11,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP017005,Diplotaxodon limnothrissa
ERR1749523,302,29311637706,PRJEB15289,SAMEA4032093,ERX1818703,HiSeq X Ten,DN461233J:C11,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP017005,Diplotaxodon limnothrissa
ERR1749524,302,30698002228,PRJEB15289,SAMEA4033288,ERX1818704,HiSeq X Ten,DN461233J:D11,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP017005,Diplotaxodon limnothrissa
ERR1749525,302,29109255124,PRJEB15289,SAMEA4032094,ERX1818705,HiSeq X Ten,DN461233J:E11,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP017005,Diplotaxodon limnothrissa
ERR1749526,302,29511413726,PRJEB15289,SAMEA4033289,ERX1818706,HiSeq X Ten,DN461233J:F11,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP017005,Diplotaxodon limnothrissa
ERR1749527,302,29517957764,PRJEB15289,SAMEA4032095,ERX1818707,HiSeq X Ten,DN461233J:G11,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP017005,Diplotaxodon limnothrissa
ERR1749528,302,32330792106,PRJEB15289,SAMEA4033290,ERX1818708,HiSeq X Ten,DN461233J:H11,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP017005,Diplotaxodon limnothrissa
ERR1749529,302,32959979812,PRJEB15289,SAMEA4032096,ERX1818709,HiSeq X Ten,DN461233J:A12,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP017005,Diplotaxodon limnothrissa
ERR1749530,302,27462731494,PRJEB15289,SAMEA4033291,ERX1818710,HiSeq X Ten,DN461233J:B12,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP017005,Diplotaxodon limnothrissa
ERR1749531,302,27263868420,PRJEB15289,SAMEA4032097,ERX1818711,HiSeq X Ten,DN461233J:C12,PAIRED,RANDOM,GENOMIC,Diplotaxodon limnothrissa,ILLUMINA,ERP017005,Diplotaxodon limnothrissa
ERR1749532,302,29413596228,PRJEB15289,SAMEA4032098,ERX1818712,HiSeq X Ten,DN461233J:E12,PAIRED,RANDOM,GENOMIC,Aristochromis christyi,ILLUMINA,ERP017005,Aristochromis christyi
ERR1749533,302,27136836650,PRJEB15289,SAMEA4033292,ERX1818713,HiSeq X Ten,DN461233J:F12,PAIRED,RANDOM,GENOMIC,Cheilochromis euchilus,ILLUMINA,ERP017005,Cheilochromis euchilus
ERR1749534,302,34487381052,PRJEB15289,SAMEA4032099,ERX1818714,HiSeq X Ten,DN461234K:A1,PAIRED,RANDOM,GENOMIC,Gephyrochromis lawsi,ILLUMINA,ERP017005,Gephyrochromis lawsi
ERR1749535,302,30273607366,PRJEB15289,SAMEA4033294,ERX1818715,HiSeq X Ten,DN461234K:D1,PAIRED,RANDOM,GENOMIC,Melanochromis auratus,ILLUMINA,ERP017005,Melanochromis auratus
ERR1749536,302,29434342722,PRJEB15289,SAMEA4033295,ERX1818716,HiSeq X Ten,DN461234K:F1,PAIRED,RANDOM,GENOMIC,Oreochromis squamipinnis,ILLUMINA,ERP017005,Oreochromis squamipinnis
ERR1749537,302,27587225256,PRJEB15289,SAMEA4032100,ERX1818717,HiSeq X Ten,DN461234K:G1,PAIRED,RANDOM,GENOMIC,Chindongo elongatus,ILLUMINA,ERP017005,Pseudotropheus elongatus
ERR1749538,302,35172702102,PRJEB15289,SAMEA4033296,ERX1818718,HiSeq X Ten,DN461234K:H1,PAIRED,RANDOM,GENOMIC,Maylandia livingstonii,ILLUMINA,ERP017005,Pseudotropheus livingstonii
ERR1749539,302,30024445588,PRJEB15289,SAMEA4032101,ERX1818719,HiSeq X Ten,DN461234K:A2,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP017005,Labeotropheus trewavasae
ERR1749540,302,33296549752,PRJEB15289,SAMEA4033297,ERX1818720,HiSeq X Ten,DN461234K:B2,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP017005,Labeotropheus trewavasae
ERR1749541,302,29701084222,PRJEB15289,SAMEA4032102,ERX1818721,HiSeq X Ten,DN461234K:C2,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP017005,Labeotropheus trewavasae
ERR1749542,302,32351476992,PRJEB15289,SAMEA4033298,ERX1818722,HiSeq X Ten,DN461234K:D2,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP017005,Labeotropheus trewavasae
ERR1749543,302,26925841330,PRJEB15289,SAMEA4032103,ERX1818723,HiSeq X Ten,DN461234K:E2,PAIRED,RANDOM,GENOMIC,Labeotropheus fuelleborni,ILLUMINA,ERP017005,Labeotropheus fuelleborni
ERR1749544,302,26039098662,PRJEB15289,SAMEA4033299,ERX1818724,HiSeq X Ten,DN461234K:F2,PAIRED,RANDOM,GENOMIC,Labeotropheus fuelleborni,ILLUMINA,ERP017005,Labeotropheus fuelleborni
ERR1749545,302,29141939678,PRJEB15289,SAMEA4032104,ERX1818725,HiSeq X Ten,DN461234K:G2,PAIRED,RANDOM,GENOMIC,Labeotropheus fuelleborni,ILLUMINA,ERP017005,Labeotropheus fuelleborni
ERR1749546,302,33012376510,PRJEB15289,SAMEA4033300,ERX1818726,HiSeq X Ten,DN461234K:H2,PAIRED,RANDOM,GENOMIC,Labeotropheus fuelleborni,ILLUMINA,ERP017005,Labeotropheus fuelleborni
ERR1749547,302,33527928562,PRJEB15289,SAMEA4032105,ERX1818727,HiSeq X Ten,DN461234K:A3,PAIRED,RANDOM,GENOMIC,Tyrannochromis nigriventer,ILLUMINA,ERP017005,Tyrannochromis nigriventer
ERR1749548,302,31361555118,PRJEB15289,SAMEA4033301,ERX1818728,HiSeq X Ten,DN461234K:B3,PAIRED,RANDOM,GENOMIC,Tyrannochromis nigriventer,ILLUMINA,ERP017005,Tyrannochromis nigriventer
ERR1749549,302,34238240112,PRJEB15289,SAMEA4032106,ERX1818729,HiSeq X Ten,DN461234K:C3,PAIRED,RANDOM,GENOMIC,Tyrannochromis nigriventer,ILLUMINA,ERP017005,Tyrannochromis nigriventer
ERR1757753,302,42126610878,PRJEB15289,SAMEA4033319,ERX1824773,HiSeq X Ten,DN461234K:H7,PAIRED,RANDOM,GENOMIC,Diplotaxodon sp. 'similis',ILLUMINA,ERP017005,Diplotaxodon similis large
ERR1757754,302,33996432034,PRJEB15289,SAMEA4033323,ERX1824774,HiSeq X Ten,DN461234K:H9,PAIRED,RANDOM,GENOMIC,Copadichromis virginalis,ILLUMINA,ERP017005,Copadichromis virginalis
ERR1757755,302,28518492086,PRJEB15289,SAMEA4033328,ERX1824775,HiSeq X Ten,DN461234K:B11,PAIRED,RANDOM,GENOMIC,Lethrinops gossei,ILLUMINA,ERP017005,Lethrinops gossei
ERR1757756,302,32823767846,PRJEB15289,SAMEA4033293,ERX1824776,HiSeq X Ten,DN461233J:H12,PAIRED,RANDOM,GENOMIC,Cyrtocara moorii,ILLUMINA,ERP017005,Cyrtocara moori
ERR1757757,302,31711443560,PRJEB15289,SAMEA4033302,ERX1824777,HiSeq X Ten,DN461234K:D3,PAIRED,RANDOM,GENOMIC,Tyrannochromis macrostoma,ILLUMINA,ERP017005,Tyrannochromis macrostoma
ERR1805665,302,26610137778,PRJEB15289,SAMEA4033331,ERX1868692,HiSeq X Ten,DN461234K:C12,PAIRED,RANDOM,GENOMIC,Haplochromis tweddlei,ILLUMINA,ERP017005,Astatotilapia tweddlei
ERR1805666,302,30766396168,PRJEB15289,SAMEA4033332,ERX1868693,HiSeq X Ten,DN461234K:D12,PAIRED,RANDOM,GENOMIC,Haplochromis tweddlei,ILLUMINA,ERP017005,Astatotilapia tweddlei
ERR3634105,250,15834459000,PRJEB1254,SAMEA6147773,ERX3627793,Illumina HiSeq 2500,DN411587H:G2,PAIRED,RANDOM,GENOMIC,Copadichromis likomae,ILLUMINA,ERP002088,Copadichromis likomae
ERR3634106,250,14996648250,PRJEB1254,SAMEA6147774,ERX3627794,Illumina HiSeq 2500,DN411587H:H3,PAIRED,RANDOM,GENOMIC,Diplotaxodon sp. 'macrops ngulube',ILLUMINA,ERP002088,Diplotaxodon ngulube
ERR299199,200,4640878600,PRJEB1254,SAMEA1904327,ERX272524,Illumina HiSeq 2000,6811025,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR299201,200,5057695800,PRJEB1254,SAMEA1904326,ERX272526,Illumina HiSeq 2000,6811049,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR299202,200,5184068200,PRJEB1254,SAMEA1904322,ERX272527,Illumina HiSeq 2000,6811061,PAIRED,RANDOM,GENOMIC,Lethrinops longimanus,ILLUMINA,ERP002088,Lethrinops longimanus 'redhead'
ERR299203,200,4901057400,PRJEB1254,SAMEA1904324,ERX272528,Illumina HiSeq 2000,6810978,PAIRED,RANDOM,GENOMIC,Copadichromis quadrimaculatus,ILLUMINA,ERP002088,Copadichromis quadrimaculatus
ERR299204,200,5561295800,PRJEB1254,SAMEA1904329,ERX272529,Illumina HiSeq 2000,6810990,PAIRED,RANDOM,GENOMIC,Copadichromis virginalis,ILLUMINA,ERP002088,Copadichromis virginalis
ERR299205,200,4817302200,PRJEB1254,SAMEA1904330,ERX272530,Illumina HiSeq 2000,6811002,PAIRED,RANDOM,GENOMIC,Lethrinops sp. 'oliveri',ILLUMINA,ERP002088,Lethrinops sp. oliveri
ERR299206,200,5760780600,PRJEB1254,SAMEA1904331,ERX272531,Illumina HiSeq 2000,6811014,PAIRED,RANDOM,GENOMIC,Alticorpus geoffreyi,ILLUMINA,ERP002088,Alticorpus geoffreyi
ERR299207,200,4499385000,PRJEB1254,SAMEA1904323,ERX272532,Illumina HiSeq 2000,6811013,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR299208,200,4639588000,PRJEB1254,SAMEA1904327,ERX272533,Illumina HiSeq 2000,6811025,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR299209,200,4320457800,PRJEB1254,SAMEA1904328,ERX272534,Illumina HiSeq 2000,6811037,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR299210,200,5052755400,PRJEB1254,SAMEA1904326,ERX272535,Illumina HiSeq 2000,6811049,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR299211,200,5182327400,PRJEB1254,SAMEA1904322,ERX272536,Illumina HiSeq 2000,6811061,PAIRED,RANDOM,GENOMIC,Lethrinops longimanus,ILLUMINA,ERP002088,Lethrinops longimanus 'redhead'
ERR299212,200,4897639200,PRJEB1254,SAMEA1904324,ERX272537,Illumina HiSeq 2000,6810978,PAIRED,RANDOM,GENOMIC,Copadichromis quadrimaculatus,ILLUMINA,ERP002088,Copadichromis quadrimaculatus
ERR299213,200,5551961400,PRJEB1254,SAMEA1904329,ERX272538,Illumina HiSeq 2000,6810990,PAIRED,RANDOM,GENOMIC,Copadichromis virginalis,ILLUMINA,ERP002088,Copadichromis virginalis
ERR299214,200,4811747200,PRJEB1254,SAMEA1904330,ERX272539,Illumina HiSeq 2000,6811002,PAIRED,RANDOM,GENOMIC,Lethrinops sp. 'oliveri',ILLUMINA,ERP002088,Lethrinops sp. oliveri
ERR299215,200,5754979800,PRJEB1254,SAMEA1904331,ERX272540,Illumina HiSeq 2000,6811014,PAIRED,RANDOM,GENOMIC,Alticorpus geoffreyi,ILLUMINA,ERP002088,Alticorpus geoffreyi
ERR315229,200,4944000800,PRJEB1254,SAMEA1920091,ERX288377,Illumina HiSeq 2000,6813853,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR315230,200,5356281000,PRJEB1254,SAMEA1920093,ERX288378,Illumina HiSeq 2000,6813865,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR315235,200,4589767400,PRJEB1254,SAMEA1920098,ERX288383,Illumina HiSeq 2000,6813830,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR315227,200,5395234800,PRJEB1254,SAMEA1920092,ERX288375,Illumina HiSeq 2000,6813829,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR315228,200,5130672800,PRJEB1254,SAMEA1920090,ERX288376,Illumina HiSeq 2000,6813841,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera
ERR315231,200,5078915200,PRJEB1254,SAMEA1920094,ERX288379,Illumina HiSeq 2000,6813877,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR315232,200,4092937200,PRJEB1254,SAMEA1920095,ERX288380,Illumina HiSeq 2000,6813794,PAIRED,RANDOM,GENOMIC,Lethrinops lethrinus,ILLUMINA,ERP002088,Lethrinops lethrinus
ERR315233,200,4584770600,PRJEB1254,SAMEA1920096,ERX288381,Illumina HiSeq 2000,6813806,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR315234,200,5073056200,PRJEB1254,SAMEA1920097,ERX288382,Illumina HiSeq 2000,6813818,PAIRED,RANDOM,GENOMIC,Aulonocara stuartgranti,ILLUMINA,ERP002088,Aulonocara stuartgranti
ERR1081365,250,15278502250,PRJEB1254,SAMEA3388853,ERX1160955,Illumina HiSeq 2000,14544772,PAIRED,RANDOM,GENOMIC,Rhamphochromis longiceps,ILLUMINA,ERP002088,Rhamphochromis longiceps
ERR1081366,250,13881727000,PRJEB1254,SAMEA3388854,ERX1160956,Illumina HiSeq 2000,14544784,PAIRED,RANDOM,GENOMIC,Stigmatochromis,ILLUMINA,ERP002088,Stigmatochromis guttatus
ERR1081367,250,14060940500,PRJEB1254,SAMEA3388855,ERX1160957,Illumina HiSeq 2000,14544796,PAIRED,RANDOM,GENOMIC,Tyrannochromis nigriventer,ILLUMINA,ERP002088,Tyrannochromis nigriventer
ERR1081368,250,13875560750,PRJEB1254,SAMEA3388856,ERX1160958,Illumina HiSeq 2000,14544808,PAIRED,RANDOM,GENOMIC,Rhamphochromis woodi,ILLUMINA,ERP002088,Rhamphochromis woodi
ERR1081369,250,14350766500,PRJEB1254,SAMEA3388857,ERX1160959,Illumina HiSeq 2000,14544820,PAIRED,RANDOM,GENOMIC,Taeniochromis holotaenia,ILLUMINA,ERP002088,Taeniochromis holotaenia
ERR1081370,250,14227660000,PRJEB1254,SAMEA3388858,ERX1160960,Illumina HiSeq 2000,14544832,PAIRED,RANDOM,GENOMIC,Taeniolethrinops,ILLUMINA,ERP002088,Taeniolethrinops macrorhynchus
ERR1081371,250,14849363250,PRJEB1254,SAMEA3388859,ERX1160961,Illumina HiSeq 2000,14544844,PAIRED,RANDOM,GENOMIC,Dimidiochromis kiwinge,ILLUMINA,ERP002088,Dimidiochromis kiwinge
ERR1081372,250,15694814250,PRJEB1254,SAMEA3480882,ERX1160962,Illumina HiSeq 2000,14544856,PAIRED,RANDOM,GENOMIC,Protomelas spilopterus,ILLUMINA,ERP002088,Hemitaeniochromis spilopterus
ERR1081373,250,14768156500,PRJEB1254,SAMEA3388860,ERX1160963,Illumina HiSeq 2000,14544773,PAIRED,RANDOM,GENOMIC,Taeniolethrinops praeorbitalis,ILLUMINA,ERP002088,Taeniolethrinops praeorbitalis
ERR1081374,250,13985316000,PRJEB1254,SAMEA3388862,ERX1160964,Illumina HiSeq 2000,14544785,PAIRED,RANDOM,GENOMIC,Mylochromis ericotaenia,ILLUMINA,ERP002088,Mylochromis ericotaenia
ERR1081375,250,14855907250,PRJEB1254,SAMEA3388863,ERX1160965,Illumina HiSeq 2000,14544809,PAIRED,RANDOM,GENOMIC,Stigmatochromis modestus,ILLUMINA,ERP002088,Stigmatochromis modestus
ERR1081376,250,16453150000,PRJEB1254,SAMEA3388864,ERX1160966,Illumina HiSeq 2000,14544821,PAIRED,RANDOM,GENOMIC,Hemitilapia oxyrhynchus,ILLUMINA,ERP002088,Hemitilapia oxyrhynchus
ERR1081377,250,15077431750,PRJEB1254,SAMEA3388865,ERX1160967,Illumina HiSeq 2000,14544833,PAIRED,RANDOM,GENOMIC,Serranochromis robustus,ILLUMINA,ERP002088,Serranochromis robustus
ERR1081378,250,15182030250,PRJEB1254,SAMEA3388867,ERX1160968,Illumina HiSeq 2000,14544786,PAIRED,RANDOM,GENOMIC,Haplochromis tweddlei,ILLUMINA,ERP002088,Astatotilapia tweddlei
ERR1081379,250,15170346500,PRJEB1254,SAMEA3388868,ERX1160969,Illumina HiSeq 2000,14544810,PAIRED,RANDOM,GENOMIC,Taeniolethrinops furcicauda,ILLUMINA,ERP002088,Taeniolethrinops furcicauda
ERR1081380,250,15817280000,PRJEB1254,SAMEA3388870,ERX1160970,Illumina HiSeq 2000,14544834,PAIRED,RANDOM,GENOMIC,Dimidiochromis strigatus,ILLUMINA,ERP002088,Dimidiochromis strigatus
ERR1081381,250,16450968500,PRJEB1254,SAMEA3388871,ERX1160971,Illumina HiSeq 2000,14544846,PAIRED,RANDOM,GENOMIC,Pallidochromis tokolosh,ILLUMINA,ERP002088,Pallidochromis tokolosh
ERR1081382,250,14057681250,PRJEB1254,SAMEA3388872,ERX1160972,Illumina HiSeq 2000,14544787,PAIRED,RANDOM,GENOMIC,Otopharynx lithobates,ILLUMINA,ERP002088,Otopharynx lithobates
ERR1081383,250,14244226000,PRJEB1254,SAMEA3388873,ERX1160973,Illumina HiSeq 2000,14544799,PAIRED,RANDOM,GENOMIC,Rhamphochromis esox,ILLUMINA,ERP002088,Rhamphochromis esox
ERR1081384,250,14012449250,PRJEB1254,SAMEA3388874,ERX1160974,Illumina HiSeq 2000,14544811,PAIRED,RANDOM,GENOMIC,Maylandia zebra,ILLUMINA,ERP002088,Metriaclima zebra
ERR1081385,250,12739893250,PRJEB1254,SAMEA3388875,ERX1160975,Illumina HiSeq 2000,14544823,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera 'Itupi'
ERR1081386,250,14138194250,PRJEB1254,SAMEA3388876,ERX1160976,Illumina HiSeq 2000,14544835,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera 'Itupi'
ERR1081387,250,14231757500,PRJEB1254,SAMEA3388877,ERX1160977,Illumina HiSeq 2000,14544847,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera 'Itupi'
ERR1081388,250,13497580250,PRJEB1254,SAMEA3388878,ERX1160978,Illumina HiSeq 2000,14544859,PAIRED,RANDOM,GENOMIC,Astatotilapia calliptera,ILLUMINA,ERP002088,Astatotilapia calliptera 'Itupi'
ERR755297,250,6720851750,PRJEB1254,SAMEA2661311,ERX698929,Illumina HiSeq 2000,12334710,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia 'Massoko littoral'
ERR755299,250,6143990500,PRJEB1254,SAMEA2661332,ERX698931,Illumina HiSeq 2000,12334734,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia 'Massoko littoral'
ERR755300,250,6331343500,PRJEB1254,SAMEA2661340,ERX698932,Illumina HiSeq 2000,12334746,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia 'Massoko benthic'
ERR755302,250,6420031250,PRJEB1254,SAMEA2661356,ERX698934,Illumina HiSeq 2000,12334770,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia 'Massoko benthic'
ERR755305,250,6182144750,PRJEB1254,SAMEA2661372,ERX698937,Illumina HiSeq 2000,12334711,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia 'Massoko olive'
ERR755307,250,5897607000,PRJEB1254,SAMEA2661416,ERX698939,Illumina HiSeq 2000,12334735,PAIRED,RANDOM,GENOMIC,Astatotilapia,ILLUMINA,ERP002088,Astatotilapia 'Itamba blue'
