seq_id,source,type,start,end,score,strand,phase,attributes
NC_036790.1,Gnomon,gene,6729864,6748214,.,-,.,ID=gene-LOC101479942;Dbxref=GeneID:101479942;Name=LOC101479942;gbkey=Gene;gene=LOC101479942;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,6805548,6816504,.,+,.,ID=gene-colec10;Dbxref=GeneID:101479380;Name=colec10;gbkey=Gene;gene=colec10;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,6821582,6831769,.,+,.,ID=gene-mal2;Dbxref=GeneID:101479098;Name=mal2;gbkey=Gene;gene=mal2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,6832180,6882697,.,+,.,ID=gene-LOC101477697;Dbxref=GeneID:101477697;Name=LOC101477697;gbkey=Gene;gene=LOC101477697;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,6883989,6926761,.,+,.,ID=gene-LOC101476933;Dbxref=GeneID:101476933;Name=LOC101476933;gbkey=Gene;gene=LOC101476933;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,6929562,6944705,.,-,.,ID=gene-mboat1;Dbxref=GeneID:101477417;Name=mboat1;gbkey=Gene;gene=mboat1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,6962563,6975079,.,+,.,ID=gene-e2f3;Dbxref=GeneID:101464453;Name=e2f3;gbkey=Gene;gene=e2f3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,6976880,7233497,.,+,.,ID=gene-cdkal1;Dbxref=GeneID:101464179;Name=cdkal1;gbkey=Gene;gene=cdkal1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,7256566,7257303,.,-,.,ID=gene-LOC106675680;Dbxref=GeneID:106675680;Name=LOC106675680;gbkey=Gene;gene=LOC106675680;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,7353476,7355872,.,+,.,ID=gene-sox4;Dbxref=GeneID:101476667;Name=sox4;gbkey=Gene;gene=sox4;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,7362722,7480811,.,+,.,ID=gene-LOC101476487;Dbxref=GeneID:101476487;Name=LOC101476487;gbkey=Gene;gene=LOC101476487;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,7391368,7392745,.,-,.,ID=gene-LOC106675674;Dbxref=GeneID:106675674;Name=LOC106675674;gbkey=Gene;gene=LOC106675674;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,7573048,7599258,.,+,.,ID=gene-LOC106675676;Dbxref=GeneID:106675676;Name=LOC106675676;gbkey=Gene;gene=LOC106675676;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,7709503,7716976,.,+,.,ID=gene-nrsn1;Dbxref=GeneID:101476184;Name=nrsn1;gbkey=Gene;gene=nrsn1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,7719198,7740445,.,-,.,ID=gene-LOC101475703;Dbxref=GeneID:101475703;Name=LOC101475703;gbkey=Gene;gene=LOC101475703;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,7746836,7760672,.,-,.,ID=gene-slc6a3;Dbxref=GeneID:101475398;Name=slc6a3;gbkey=Gene;gene=slc6a3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,7764270,7783420,.,-,.,ID=gene-LOC101475100;Dbxref=GeneID:101475100;Name=LOC101475100;gbkey=Gene;gene=LOC101475100;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,7827940,7834724,.,-,.,ID=gene-LOC101474805;Dbxref=GeneID:101474805;Name=LOC101474805;gbkey=Gene;gene=LOC101474805;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,7974389,7980320,.,-,.,ID=gene-irx2;Dbxref=GeneID:101474445;Name=irx2;gbkey=Gene;gene=irx2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8119285,8124102,.,+,.,ID=gene-LOC101473954;Dbxref=GeneID:101473954;Name=LOC101473954;gbkey=Gene;gene=LOC101473954;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8137336,8138596,.,+,.,ID=gene-LOC112435526;Dbxref=GeneID:112435526;Name=LOC112435526;gbkey=Gene;gene=LOC112435526;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,8287841,8339287,.,+,.,ID=gene-adamts16;Dbxref=GeneID:101473649;Name=adamts16;gbkey=Gene;gene=adamts16;gene_biotype=protein_coding
NC_036790.1,tRNAscan-SE,gene,8346073,8346144,.,-,.,ID=gene-trnae-cuc-8;Dbxref=GeneID:111501038;Name=trnae-cuc;gbkey=Gene;gene=trnae-cuc;gene_biotype=tRNA
NC_036790.1,Gnomon,gene,8346984,8359178,.,+,.,ID=gene-ice1;Dbxref=GeneID:101473370;Name=ice1;gbkey=Gene;gene=ice1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8359967,8367940,.,+,.,ID=gene-LOC101472871;Dbxref=GeneID:101472871;Name=LOC101472871;gbkey=Gene;gene=LOC101472871;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8380865,8442810,.,+,.,ID=gene-LOC101472004;Dbxref=GeneID:101472004;Name=LOC101472004;gbkey=Gene;gene=LOC101472004;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8442804,8451636,.,-,.,ID=gene-LOC101471716;Dbxref=GeneID:101471716;Name=LOC101471716;gbkey=Gene;gene=LOC101471716;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8463432,8463878,.,-,.,ID=gene-LOC112435529;Dbxref=GeneID:112435529;Name=LOC112435529;gbkey=Gene;gene=LOC112435529;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,8532801,8545115,.,-,.,ID=gene-trmt11;Dbxref=GeneID:101467248;Name=trmt11;gbkey=Gene;gene=trmt11;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8545476,8546747,.,+,.,ID=gene-LOC106675698;Dbxref=GeneID:106675698;Name=LOC106675698;gbkey=Gene;gene=LOC106675698;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8546863,8550259,.,-,.,ID=gene-hint3;Dbxref=GeneID:101484018;Name=hint3;gbkey=Gene;gene=hint3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8554747,8557420,.,-,.,ID=gene-LOC105941298;Dbxref=GeneID:105941298;Name=LOC105941298;gbkey=Gene;gene=LOC105941298;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8561767,8565902,.,-,.,ID=gene-LOC101484565;Dbxref=GeneID:101484565;Name=LOC101484565;gbkey=Gene;gene=LOC101484565;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8581623,8589733,.,-,.,ID=gene-cmtm8;Dbxref=GeneID:101484843;Name=cmtm8;gbkey=Gene;gene=cmtm8;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8642533,8644882,.,+,.,ID=gene-LOC101485870;Dbxref=GeneID:101485870;Name=LOC101485870;gbkey=Gene;gene=LOC101485870;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,8647998,8662386,.,+,.,ID=gene-ctnnb1;Dbxref=GeneID:101486082;Name=ctnnb1;gbkey=Gene;gene=ctnnb1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8662478,8769429,.,-,.,ID=gene-ulk4;Dbxref=GeneID:101467848;Name=ulk4;gbkey=Gene;gene=ulk4;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8783363,8820144,.,+,.,ID=gene-trak1;Dbxref=GeneID:101486755;Name=trak1;gbkey=Gene;gene=trak1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8860674,8865540,.,+,.,ID=gene-cck;Dbxref=GeneID:101487994;Name=cck;gbkey=Gene;gene=cck;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8868156,8892862,.,-,.,ID=gene-mroh1;Dbxref=GeneID:101463698;Name=mroh1;gbkey=Gene;gene=mroh1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8904186,8911065,.,-,.,ID=gene-LOC101464559;Dbxref=GeneID:101464559;Name=LOC101464559;gbkey=Gene;gene=LOC101464559;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8933107,8937032,.,-,.,ID=gene-LOC101464842;Dbxref=GeneID:101464842;Name=LOC101464842;gbkey=Gene;gene=LOC101464842;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8939691,8955245,.,-,.,ID=gene-LOC101465138;Dbxref=GeneID:101465138;Name=LOC101465138;gbkey=Gene;gene=LOC101465138;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,8980528,8981603,.,-,.,ID=gene-LOC112435592;Dbxref=GeneID:112435592;Name=LOC112435592;gbkey=Gene;gene=LOC112435592;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,9108695,9122802,.,+,.,ID=gene-rspo3;Dbxref=GeneID:101483441;Name=rspo3;gbkey=Gene;gene=rspo3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9122902,9124424,.,-,.,ID=gene-mdh2;Dbxref=GeneID:101483745;Name=mdh2;gbkey=Gene;gene=mdh2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9124490,9128429,.,+,.,ID=gene-LOC101482972;Dbxref=GeneID:101482972;Name=LOC101482972;gbkey=Gene;gene=LOC101482972;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9129406,9133141,.,-,.,ID=gene-echdc1;Dbxref=GeneID:101482663;Name=echdc1;gbkey=Gene;gene=echdc1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9140234,9162906,.,-,.,ID=gene-LOC101481606;Dbxref=GeneID:101481606;Name=LOC101481606;gbkey=Gene;gene=LOC101481606;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9153574,9155489,.,+,.,ID=gene-LOC105941299;Dbxref=GeneID:105941299;Name=LOC105941299;gbkey=Gene;gene=LOC105941299;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,9172920,9179106,.,-,.,ID=gene-LOC101481327;Dbxref=GeneID:101481327;Name=LOC101481327;gbkey=Gene;gene=LOC101481327;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9180027,9183139,.,+,.,ID=gene-prelid3a;Dbxref=GeneID:101481025;Name=prelid3a;gbkey=Gene;gene=prelid3a;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9184692,9191582,.,-,.,ID=gene-fbxo32;Dbxref=GeneID:101480747;Name=fbxo32;gbkey=Gene;gene=fbxo32;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9194820,9198953,.,-,.,ID=gene-LOC101480457;Dbxref=GeneID:101480457;Name=LOC101480457;gbkey=Gene;gene=LOC101480457;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9229700,9232037,.,-,.,ID=gene-LOC101479966;Dbxref=GeneID:101479966;Name=LOC101479966;gbkey=Gene;gene=LOC101479966;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9234123,9238568,.,-,.,ID=gene-nsmce2;Dbxref=GeneID:101479680;Name=nsmce2;gbkey=Gene;gene=nsmce2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9238646,9251467,.,-,.,ID=gene-washc5;Dbxref=GeneID:101479393;Name=washc5;gbkey=Gene;gene=washc5;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9258440,9302418,.,+,.,ID=gene-LOC101479111;Dbxref=GeneID:101479111;Name=LOC101479111;gbkey=Gene;gene=LOC101479111;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9305261,9313503,.,+,.,ID=gene-LOC101478831;Dbxref=GeneID:101478831;Name=LOC101478831;gbkey=Gene;gene=LOC101478831;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9314874,9376414,.,+,.,ID=gene-eif3h;Dbxref=GeneID:101478558;Name=eif3h;gbkey=Gene;gene=eif3h;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9462055,9707737,.,+,.,ID=gene-LOC101478087;Dbxref=GeneID:101478087;Name=LOC101478087;gbkey=Gene;gene=LOC101478087;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9726254,9733605,.,+,.,ID=gene-LOC101477806;Dbxref=GeneID:101477806;Name=LOC101477806;gbkey=Gene;gene=LOC101477806;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9733667,9768386,.,-,.,ID=gene-ankib1;Dbxref=GeneID:101476781;Name=ankib1;gbkey=Gene;gene=ankib1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9769001,9774526,.,-,.,ID=gene-LOC101476499;Dbxref=GeneID:101476499;Name=LOC101476499;gbkey=Gene;gene=LOC101476499;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9788472,9797024,.,+,.,ID=gene-cmc1;Dbxref=GeneID:101476094;Name=cmc1;gbkey=Gene;gene=cmc1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9797807,9808471,.,-,.,ID=gene-azi2;Dbxref=GeneID:101474822;Name=azi2;gbkey=Gene;gene=azi2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,9841486,10003890,.,+,.,ID=gene-rbms3;Dbxref=GeneID:101473661;Name=rbms3;gbkey=Gene;gene=rbms3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10006234,10016477,.,-,.,ID=gene-LOC101473382;Dbxref=GeneID:101473382;Name=LOC101473382;gbkey=Gene;gene=LOC101473382;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10023400,10054229,.,-,.,ID=gene-ddc;Dbxref=GeneID:101472888;Name=ddc;gbkey=Gene;gene=ddc;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10057663,10129377,.,-,.,ID=gene-LOC101472205;Dbxref=GeneID:101472205;Name=LOC101472205;gbkey=Gene;gene=LOC101472205;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10133245,10200545,.,-,.,ID=gene-cobl;Dbxref=GeneID:101470773;Name=cobl;gbkey=Gene;gene=cobl;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10204137,10208857,.,+,.,ID=gene-LOC101470477;Dbxref=GeneID:101470477;Name=LOC101470477;gbkey=Gene;gene=LOC101470477;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10210794,10213845,.,+,.,ID=gene-LOC101470187;Dbxref=GeneID:101470187;Name=LOC101470187;gbkey=Gene;gene=LOC101470187;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10214934,10220697,.,+,.,ID=gene-LOC112435561;Dbxref=GeneID:112435561;Name=LOC112435561;gbkey=Gene;gene=LOC112435561;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10234940,10238672,.,+,.,ID=gene-LOC101466948;Dbxref=GeneID:101466948;Name=LOC101466948;gbkey=Gene;gene=LOC101466948;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10269067,10279252,.,-,.,ID=gene-tmem147;Dbxref=GeneID:101465428;Name=tmem147;gbkey=Gene;gene=tmem147;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10291047,10331964,.,-,.,ID=gene-LOC106676298;Dbxref=GeneID:106676298;Name=LOC106676298;gbkey=Gene;gene=LOC106676298;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10340127,10351689,.,-,.,ID=gene-LOC101475903;Dbxref=GeneID:101475903;Name=LOC101475903;gbkey=Gene;gene=LOC101475903;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10384642,10396250,.,-,.,ID=gene-scx;Dbxref=GeneID:101475607;Name=scx;gbkey=Gene;gene=scx;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10416637,10426344,.,+,.,ID=gene-LOC101474911;Dbxref=GeneID:101474911;Name=LOC101474911;gbkey=Gene;gene=LOC101474911;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10428557,10434033,.,+,.,ID=gene-LOC101473182;Dbxref=GeneID:101473182;Name=LOC101473182;gbkey=Gene;gene=LOC101473182;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10434140,10459040,.,-,.,ID=gene-hpn;Dbxref=GeneID:101473962;Name=hpn;gbkey=Gene;gene=hpn;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10436543,10440449,.,+,.,ID=gene-lg11h14orf93;Dbxref=GeneID:101473658;Name=lg11h14orf93;gbkey=Gene;gene=lg11h14orf93;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10459228,10465356,.,+,.,ID=gene-LOC101474451;Dbxref=GeneID:101474451;Name=LOC101474451;gbkey=Gene;gene=LOC101474451;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10467667,10470706,.,-,.,ID=gene-LOC101472697;Dbxref=GeneID:101472697;Name=LOC101472697;gbkey=Gene;gene=LOC101472697;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10471442,10475996,.,+,.,ID=gene-LOC101472394;Dbxref=GeneID:101472394;Name=LOC101472394;gbkey=Gene;gene=LOC101472394;gene_biotype=protein_coding
NC_036790.1,tRNAscan-SE,gene,10477743,10477814,.,-,.,ID=gene-trnaa-ugc-6;Dbxref=GeneID:111501457;Name=trnaa-ugc;gbkey=Gene;gene=trnaa-ugc;gene_biotype=tRNA
NC_036790.1,Gnomon,gene,10488452,10492608,.,+,.,ID=gene-LOC101472198;Dbxref=GeneID:101472198;Name=LOC101472198;gbkey=Gene;gene=LOC101472198;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,10492922,10504361,.,+,.,ID=gene-LOC101471232;Dbxref=GeneID:101471232;Name=LOC101471232;gbkey=Gene;gene=LOC101471232;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10506029,10520202,.,+,.,ID=gene-LOC101471519;Dbxref=GeneID:101471519;Name=LOC101471519;gbkey=Gene;gene=LOC101471519;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10531945,10543403,.,-,.,ID=gene-sdha;Dbxref=GeneID:101470960;Name=sdha;gbkey=Gene;gene=sdha;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10543614,10547009,.,+,.,ID=gene-ccdc127;Dbxref=GeneID:101470666;Name=ccdc127;gbkey=Gene;gene=ccdc127;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10547204,10548636,.,-,.,ID=gene-LOC101470367;Dbxref=GeneID:101470367;Name=LOC101470367;gbkey=Gene;gene=LOC101470367;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10551675,10553924,.,-,.,ID=gene-mrpl32;Dbxref=GeneID:101470074;Name=mrpl32;gbkey=Gene;gene=mrpl32;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10556846,10560790,.,+,.,ID=gene-psma2;Dbxref=GeneID:101469792;Name=psma2;gbkey=Gene;gene=psma2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10561144,10574143,.,+,.,ID=gene-atad2;Dbxref=GeneID:101469520;Name=atad2;gbkey=Gene;gene=atad2;gene_biotype=protein_coding
NC_036790.1,cmsearch,gene,10569548,10569684,.,+,.,ID=gene-LOC111501447;Dbxref=GeneID:111501447;Name=LOC111501447;gbkey=Gene;gene=LOC111501447;gene_biotype=snoRNA
NC_036790.1,Gnomon,gene,10574950,10586937,.,+,.,ID=gene-zhx1;Dbxref=GeneID:101468924;Name=zhx1;gbkey=Gene;gene=zhx1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10591473,10594837,.,+,.,ID=gene-LOC112435543;Dbxref=GeneID:112435543;Name=LOC112435543;gbkey=Gene;gene=LOC112435543;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10595698,10598325,.,-,.,ID=gene-LOC112430037;Dbxref=GeneID:112430037;Name=LOC112430037;gbkey=Gene;gene=LOC112430037;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10609746,10613579,.,+,.,ID=gene-LOC106675385;Dbxref=GeneID:106675385;Name=LOC106675385;gbkey=Gene;gene=LOC106675385;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10628173,10640193,.,+,.,ID=gene-LOC101476774;Dbxref=GeneID:101476774;Name=LOC101476774;gbkey=Gene;gene=LOC101476774;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10643620,10644795,.,+,.,ID=gene-LOC106676225;Dbxref=GeneID:106676225;Name=LOC106676225;gbkey=Gene;gene=LOC106676225;gene_biotype=lncRNA
NC_036790.1,cmsearch,gene,10680330,10680436,.,-,.,ID=gene-LOC111501436;Dbxref=GeneID:111501436;Name=LOC111501436;gbkey=Gene;gene=LOC111501436;gene_biotype=snRNA
NC_036790.1,Gnomon,gene,10686300,10687262,.,+,.,ID=gene-LOC106676230;Dbxref=GeneID:106676230;Name=LOC106676230;gbkey=Gene;gene=LOC106676230;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,10693698,10704362,.,-,.,ID=gene-tbc1d31;Dbxref=GeneID:101468150;Name=tbc1d31;gbkey=Gene;gene=tbc1d31;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10705544,10711328,.,+,.,ID=gene-derl1;Dbxref=GeneID:101467839;Name=derl1;gbkey=Gene;gene=derl1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10712889,10740522,.,-,.,ID=gene-zhx2;Dbxref=GeneID:101466774;Name=zhx2;gbkey=Gene;gene=zhx2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10938215,10955083,.,+,.,ID=gene-has2;Dbxref=GeneID:101466497;Name=has2;gbkey=Gene;gene=has2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,10985329,11146980,.,+,.,ID=gene-znf407;Dbxref=GeneID:101466201;Name=znf407;gbkey=Gene;gene=znf407;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,11187138,11200626,.,-,.,ID=gene-zadh2;Dbxref=GeneID:101465132;Name=zadh2;gbkey=Gene;gene=zadh2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,11199755,11235379,.,+,.,ID=gene-tshz1;Dbxref=GeneID:101465705;Name=tshz1;gbkey=Gene;gene=tshz1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,11256541,11260694,.,+,.,ID=gene-LOC112435562;Dbxref=GeneID:112435562;Name=LOC112435562;gbkey=Gene;gene=LOC112435562;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,11392733,11442882,.,-,.,ID=gene-znf516;Dbxref=GeneID:101464274;Name=znf516;gbkey=Gene;gene=znf516;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,11461658,11514733,.,+,.,ID=gene-znf236;Dbxref=GeneID:101463989;Name=znf236;gbkey=Gene;gene=znf236;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,11516282,11531411,.,-,.,ID=gene-LOC101487221;Dbxref=GeneID:101487221;Name=LOC101487221;gbkey=Gene;gene=LOC101487221;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,11531402,11581300,.,-,.,ID=gene-mbp;Dbxref=GeneID:101463692;Name=mbp;gbkey=Gene;gene=mbp;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,11604872,11617111,.,+,.,ID=gene-galr1;Dbxref=GeneID:101486935;Name=galr1;gbkey=Gene;gene=galr1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,11628499,11636490,.,-,.,ID=gene-LOC101486657;Dbxref=GeneID:101486657;Name=LOC101486657;gbkey=Gene;gene=LOC101486657;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,11740291,11803630,.,-,.,ID=gene-LOC105941274;Dbxref=GeneID:105941274;Name=LOC105941274;gbkey=Gene;gene=LOC105941274;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,11801767,11819631,.,+,.,ID=gene-sall3;Dbxref=GeneID:101485962;Name=sall3;gbkey=Gene;gene=sall3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,11903869,11966115,.,+,.,ID=gene-LOC101485322;Dbxref=GeneID:101485322;Name=LOC101485322;gbkey=Gene;gene=LOC101485322;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,11973898,11982155,.,-,.,ID=gene-LOC101484838;Dbxref=GeneID:101484838;Name=LOC101484838;gbkey=Gene;gene=LOC101484838;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,11985854,12005915,.,-,.,ID=gene-LOC101484559;Dbxref=GeneID:101484559;Name=LOC101484559;gbkey=Gene;gene=LOC101484559;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12019121,12154187,.,-,.,ID=gene-LOC101482188;Dbxref=GeneID:101482188;Name=LOC101482188;gbkey=Gene;gene=LOC101482188;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12178222,12178961,.,+,.,ID=gene-LOC101481891;Dbxref=GeneID:101481891;Name=LOC101481891;gbkey=Gene;gene=LOC101481891;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,12195538,12196284,.,-,.,ID=gene-LOC106676204;Dbxref=GeneID:106676204;Name=LOC106676204;gbkey=Gene;gene=LOC106676204;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12196595,12197453,.,+,.,ID=gene-LOC106676198;Dbxref=GeneID:106676198;Name=LOC106676198;gbkey=Gene;gene=LOC106676198;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12200407,12202370,.,-,.,ID=gene-LOC112435563;Dbxref=GeneID:112435563;Name=LOC112435563;gbkey=Gene;gene=LOC112435563;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12203597,12204336,.,-,.,ID=gene-LOC106676202;Dbxref=GeneID:106676202;Name=LOC106676202;gbkey=Gene;gene=LOC106676202;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12204668,12205511,.,+,.,ID=gene-LOC112435582;Dbxref=GeneID:112435582;Name=LOC112435582;gbkey=Gene;gene=LOC112435582;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12208463,12210426,.,-,.,ID=gene-LOC112435564;Dbxref=GeneID:112435564;Name=LOC112435564;gbkey=Gene;gene=LOC112435564;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12211650,12212394,.,-,.,ID=gene-LOC112435583;Dbxref=GeneID:112435583;Name=LOC112435583;gbkey=Gene;gene=LOC112435583;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12212711,12213564,.,+,.,ID=gene-LOC112435580;Dbxref=GeneID:112435580;Name=LOC112435580;gbkey=Gene;gene=LOC112435580;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12216199,12218480,.,-,.,ID=gene-LOC101476841;Dbxref=GeneID:101476841;Name=LOC101476841;gbkey=Gene;gene=LOC101476841;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12219704,12220442,.,-,.,ID=gene-LOC112430041;Dbxref=GeneID:112430041;Name=LOC112430041;gbkey=Gene;gene=LOC112430041;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12220764,12221459,.,+,.,ID=gene-LOC112435579;Dbxref=GeneID:112435579;Name=LOC112435579;gbkey=Gene;gene=LOC112435579;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12223409,12224732,.,+,.,ID=gene-LOC101481600;Dbxref=GeneID:101481600;Name=LOC101481600;gbkey=Gene;gene=LOC101481600;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12230665,12289975,.,-,.,ID=gene-rspo2;Dbxref=GeneID:101480839;Name=rspo2;gbkey=Gene;gene=rspo2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12296146,12323616,.,-,.,ID=gene-LOC101480544;Dbxref=GeneID:101480544;Name=LOC101480544;gbkey=Gene;gene=LOC101480544;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,12332151,12356397,.,+,.,ID=gene-emc2;Dbxref=GeneID:101480256;Name=emc2;gbkey=Gene;gene=emc2;gene_biotype=protein_coding
