SampleID,RunID,ReadLength,TotalBases,ProjectID,Instrument,LibraryID,LibraryLayout,LibrarySource,Platform,FileLocations,Organism,Ecogroup,File,ProjectID_2
SAMEA4033266,ERR1749480,302,31241932918,PRJEB15289,HiSeq X Ten,DN461233J:H5,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749480.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic,,MalinskyData
SAMEA4032053,ERR1749481,302,35006726224,PRJEB15289,HiSeq X Ten,DN461233J:A6,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749481.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic,,MalinskyData
SAMEA4033267,ERR1749482,302,30062766972,PRJEB15289,HiSeq X Ten,DN461233J:B6,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749482.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic,,MalinskyData
SAMEA4032054,ERR1749483,302,33655456216,PRJEB15289,HiSeq X Ten,DN461233J:C6,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749483.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic,,MalinskyData
SAMEA4033268,ERR1749484,302,32295963956,PRJEB15289,HiSeq X Ten,DN461233J:D6,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749484.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic,,MalinskyData
SAMEA4032055,ERR1749485,302,32667833166,PRJEB15289,HiSeq X Ten,DN461233J:E6,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749485.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic,,MalinskyData
SAMEA4033269,ERR1749486,302,32476210542,PRJEB15289,HiSeq X Ten,DN461233J:F6,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749486.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic,,MalinskyData
SAMEA4032056,ERR1749487,302,32268481352,PRJEB15289,HiSeq X Ten,DN461233J:G6,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749487.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic,,MalinskyData
SAMEA4033270,ERR1749488,302,33208383872,PRJEB15289,HiSeq X Ten,DN461233J:H6,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749488.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhamphochromis,,MalinskyData
SAMEA4032057,ERR1749489,302,32372652024,PRJEB15289,HiSeq X Ten,DN461233J:A7,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749489.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhamphochromis,,MalinskyData
SAMEA4033271,ERR1749490,302,33576025686,PRJEB15289,HiSeq X Ten,DN461233J:B7,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749490.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhamphochromis,,MalinskyData
SAMEA4032058,ERR1749491,302,33874689190,PRJEB15289,HiSeq X Ten,DN461233J:C7,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749491.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhamphochromis,,MalinskyData
SAMEA4033272,ERR1749492,302,31546934194,PRJEB15289,HiSeq X Ten,DN461233J:D7,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749492.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhamphochromis,,MalinskyData
SAMEA4032059,ERR1749493,302,30169916572,PRJEB15289,HiSeq X Ten,DN461233J:E7,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749493.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhamphochromis,,MalinskyData
SAMEA4033273,ERR1749494,302,32567641344,PRJEB15289,HiSeq X Ten,DN461233J:F7,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749494.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhamphochromis,,MalinskyData
SAMEA4032060,ERR1749495,302,33194605726,PRJEB15289,HiSeq X Ten,DN461233J:G7,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749495.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhamphochromis,,MalinskyData
SAMEA4033274,ERR1749496,302,38004089210,PRJEB15289,HiSeq X Ten,DN461233J:H7,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749496.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhamphochromis,,MalinskyData
SAMEA4032061,ERR1749497,302,37198616252,PRJEB15289,HiSeq X Ten,DN461233J:A8,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749497.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhamphochromis,,MalinskyData
SAMEA4033275,ERR1749498,302,33981965328,PRJEB15289,HiSeq X Ten,DN461233J:B8,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749498.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhamphochromis,,MalinskyData
SAMEA4032064,ERR1749499,302,28169926404,PRJEB15289,HiSeq X Ten,DN461233J:C8,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749499.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhamphochromis,,MalinskyData
SAMEA4033276,ERR1749500,302,32028166966,PRJEB15289,HiSeq X Ten,DN461233J:D8,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749500.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhamphochromis,,MalinskyData
SAMEA4032065,ERR1749501,302,34475461414,PRJEB15289,HiSeq X Ten,DN461233J:E8,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749501.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhamphochromis,,MalinskyData
SAMEA4033277,ERR1749502,302,33600359940,PRJEB15289,HiSeq X Ten,DN461233J:F8,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749502.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhamphochromis,,MalinskyData
SAMEA4032066,ERR1749503,302,36695759676,PRJEB15289,HiSeq X Ten,DN461233J:G8,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749503.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna,,MalinskyData
SAMEA4033278,ERR1749504,302,34296025698,PRJEB15289,HiSeq X Ten,DN461233J:H8,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749504.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna,,MalinskyData
SAMEA4032067,ERR1749505,302,34421376536,PRJEB15289,HiSeq X Ten,DN461233J:A9,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749505.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna,,MalinskyData
SAMEA4033279,ERR1749506,302,33812803048,PRJEB15289,HiSeq X Ten,DN461233J:B9,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749506.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna,,MalinskyData
SAMEA4032068,ERR1749507,302,34501192418,PRJEB15289,HiSeq X Ten,DN461233J:C9,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749507.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna,,MalinskyData
SAMEA4033280,ERR1749508,302,34315509530,PRJEB15289,HiSeq X Ten,DN461233J:D9,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749508.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna,,MalinskyData
SAMEA4032069,ERR1749509,302,34942003698,PRJEB15289,HiSeq X Ten,DN461233J:E9,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749509.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna,,MalinskyData
SAMEA4033281,ERR1749510,302,34168450328,PRJEB15289,HiSeq X Ten,DN461233J:F9,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749510.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna,,MalinskyData
SAMEA4032070,ERR1749511,302,36467643674,PRJEB15289,HiSeq X Ten,DN461233J:G9,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749511.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna,,MalinskyData
SAMEA4033282,ERR1749512,302,35393158478,PRJEB15289,HiSeq X Ten,DN461233J:H9,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749512.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna,,MalinskyData
SAMEA4032088,ERR1749513,302,37060887642,PRJEB15289,HiSeq X Ten,DN461233J:A10,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749513.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna,,MalinskyData
SAMEA4033283,ERR1749514,302,36334827396,PRJEB15289,HiSeq X Ten,DN461233J:B10,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749514.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna,,MalinskyData
SAMEA4032089,ERR1749515,302,32734656102,PRJEB15289,HiSeq X Ten,DN461233J:C10,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749515.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna,,MalinskyData
SAMEA4033284,ERR1749516,302,29033879548,PRJEB15289,HiSeq X Ten,DN461233J:D10,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749516.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna,,MalinskyData
SAMEA4032090,ERR1749517,302,32769706222,PRJEB15289,HiSeq X Ten,DN461233J:E10,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749517.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon,,MalinskyData
SAMEA4033285,ERR1749518,302,26482778338,PRJEB15289,HiSeq X Ten,DN461233J:F10,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749518.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon,,MalinskyData
SAMEA4032091,ERR1749519,302,34848354102,PRJEB15289,HiSeq X Ten,DN461233J:G10,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749519.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon,,MalinskyData
SAMEA4033286,ERR1749520,302,40368481940,PRJEB15289,HiSeq X Ten,DN461233J:H10,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749520.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon,,MalinskyData
SAMEA4032092,ERR1749521,302,38944365606,PRJEB15289,HiSeq X Ten,DN461233J:A11,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749521.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon,,MalinskyData
SAMEA4033287,ERR1749522,302,35578920490,PRJEB15289,HiSeq X Ten,DN461233J:B11,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749522.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon,,MalinskyData
SAMEA4032093,ERR1749523,302,29311637706,PRJEB15289,HiSeq X Ten,DN461233J:C11,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749523.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon,,MalinskyData
SAMEA4033288,ERR1749524,302,30698002228,PRJEB15289,HiSeq X Ten,DN461233J:D11,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749524.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon,,MalinskyData
SAMEA4032094,ERR1749525,302,29109255124,PRJEB15289,HiSeq X Ten,DN461233J:E11,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749525.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon,,MalinskyData
SAMEA4033289,ERR1749526,302,29511413726,PRJEB15289,HiSeq X Ten,DN461233J:F11,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749526.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon,,MalinskyData
SAMEA4032095,ERR1749527,302,29517957764,PRJEB15289,HiSeq X Ten,DN461233J:G11,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749527.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon,,MalinskyData
SAMEA4033290,ERR1749528,302,32330792106,PRJEB15289,HiSeq X Ten,DN461233J:H11,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749528.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon,,MalinskyData
SAMEA4032096,ERR1749529,302,32959979812,PRJEB15289,HiSeq X Ten,DN461233J:A12,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749529.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon,,MalinskyData
SAMEA4033291,ERR1749530,302,27462731494,PRJEB15289,HiSeq X Ten,DN461233J:B12,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749530.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon,,MalinskyData
SAMEA4032097,ERR1749531,302,27263868420,PRJEB15289,HiSeq X Ten,DN461233J:C12,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749531.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon,,MalinskyData
SAMEA4032098,ERR1749532,302,29413596228,PRJEB15289,HiSeq X Ten,DN461233J:E12,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749532.unmapped_marked_adapters.bam,Aristochromis christyi,Shallow_Benthic,,MalinskyData
SAMEA4033292,ERR1749533,302,27136836650,PRJEB15289,HiSeq X Ten,DN461233J:F12,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749533.unmapped_marked_adapters.bam,Cheilochromis euchilus,Shallow_Benthic,,MalinskyData
SAMEA4032099,ERR1749534,302,34487381052,PRJEB15289,HiSeq X Ten,DN461234K:A1,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749534.unmapped_marked_adapters.bam,Gephyrochromis lawsi,Outlier,,MalinskyData
SAMEA4033294,ERR1749535,302,30273607366,PRJEB15289,HiSeq X Ten,DN461234K:D1,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749535.unmapped_marked_adapters.bam,Melanochromis auratus,Mbuna,,MalinskyData
SAMEA4033295,ERR1749536,302,29434342722,PRJEB15289,HiSeq X Ten,DN461234K:F1,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749536.unmapped_marked_adapters.bam,Oreochromis squamipinnis,Riverine,,MalinskyData
SAMEA4032100,ERR1749537,302,27587225256,PRJEB15289,HiSeq X Ten,DN461234K:G1,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749537.unmapped_marked_adapters.bam,Pseudotropheus elongatus,Mbuna,,MalinskyData
SAMEA4033296,ERR1749538,302,35172702102,PRJEB15289,HiSeq X Ten,DN461234K:H1,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749538.unmapped_marked_adapters.bam,Pseudotropheus livingstonii,Mbuna,,MalinskyData
SAMEA4032101,ERR1749539,302,30024445588,PRJEB15289,HiSeq X Ten,DN461234K:A2,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749539.unmapped_marked_adapters.bam,Labeotropheus trewavasae,Mbuna,,MalinskyData
SAMEA4033297,ERR1749540,302,33296549752,PRJEB15289,HiSeq X Ten,DN461234K:B2,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749540.unmapped_marked_adapters.bam,Labeotropheus trewavasae,Mbuna,,MalinskyData
SAMEA4032102,ERR1749541,302,29701084222,PRJEB15289,HiSeq X Ten,DN461234K:C2,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749541.unmapped_marked_adapters.bam,Labeotropheus trewavasae,Mbuna,,MalinskyData
SAMEA4033298,ERR1749542,302,32351476992,PRJEB15289,HiSeq X Ten,DN461234K:D2,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749542.unmapped_marked_adapters.bam,Labeotropheus trewavasae,Mbuna,,MalinskyData
SAMEA4032103,ERR1749543,302,26925841330,PRJEB15289,HiSeq X Ten,DN461234K:E2,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749543.unmapped_marked_adapters.bam,Labeotropheus fuelleborni,Mbuna,,MalinskyData
SAMEA4033299,ERR1749544,302,26039098662,PRJEB15289,HiSeq X Ten,DN461234K:F2,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749544.unmapped_marked_adapters.bam,Labeotropheus fuelleborni,Mbuna,,MalinskyData
SAMEA4032104,ERR1749545,302,29141939678,PRJEB15289,HiSeq X Ten,DN461234K:G2,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749545.unmapped_marked_adapters.bam,Labeotropheus fuelleborni,Mbuna,,MalinskyData
SAMEA4033300,ERR1749546,302,33012376510,PRJEB15289,HiSeq X Ten,DN461234K:H2,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749546.unmapped_marked_adapters.bam,Labeotropheus fuelleborni,Mbuna,,MalinskyData
SAMEA4032105,ERR1749547,302,33527928562,PRJEB15289,HiSeq X Ten,DN461234K:A3,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749547.unmapped_marked_adapters.bam,Tyrannochromis nigriventer,Shallow_Benthic,,MalinskyData
SAMEA4033301,ERR1749548,302,31361555118,PRJEB15289,HiSeq X Ten,DN461234K:B3,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749548.unmapped_marked_adapters.bam,Tyrannochromis nigriventer,Shallow_Benthic,,MalinskyData
SAMEA4032106,ERR1749549,302,34238240112,PRJEB15289,HiSeq X Ten,DN461234K:C3,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1749549.unmapped_marked_adapters.bam,Tyrannochromis nigriventer,Shallow_Benthic,,MalinskyData
SAMEA4033319,ERR1757753,302,42126610878,PRJEB15289,HiSeq X Ten,DN461234K:H7,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1757753.unmapped_marked_adapters.bam,Diplotaxodon similis large,Diplotaxodon,,MalinskyData
SAMEA4033323,ERR1757754,302,33996432034,PRJEB15289,HiSeq X Ten,DN461234K:H9,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1757754.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka,,MalinskyData
SAMEA4033328,ERR1757755,302,28518492086,PRJEB15289,HiSeq X Ten,DN461234K:B11,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1757755.unmapped_marked_adapters.bam,Lethrinops gossei,Deep_Benthic,,MalinskyData
SAMEA4033293,ERR1757756,302,32823767846,PRJEB15289,HiSeq X Ten,DN461233J:H12,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1757756.unmapped_marked_adapters.bam,Cyrtocara moori,Shallow_Benthic,,MalinskyData
SAMEA4033302,ERR1757757,302,31711443560,PRJEB15289,HiSeq X Ten,DN461234K:D3,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1757757.unmapped_marked_adapters.bam,Tyrannochromis macrostoma,Shallow_Benthic,,MalinskyData
SAMEA4033331,ERR1805665,302,26610137778,PRJEB15289,HiSeq X Ten,DN461234K:C12,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1805665.unmapped_marked_adapters.bam,Astatotilapia tweddlei,Riverine,,MalinskyData
SAMEA4033332,ERR1805666,302,30766396168,PRJEB15289,HiSeq X Ten,DN461234K:D12,PAIRED,GENOMIC,ILLUMINA,PRJEB15289/ERR1805666.unmapped_marked_adapters.bam,Astatotilapia tweddlei,Riverine,,MalinskyData
SAMEA6147773,ERR3634105,250,15834459000,PRJEB1254,Illumina HiSeq 2500,DN411587H:G2,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR3634105.unmapped_marked_adapters.bam,Copadichromis likomae,Utaka,,MalinskyData
SAMEA6147774,ERR3634106,250,14996648250,PRJEB1254,Illumina HiSeq 2500,DN411587H:H3,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR3634106.unmapped_marked_adapters.bam,Diplotaxodon ngulube,Diplotaxodon,,MalinskyData
SAMEA1904327,ERR299199,200,4640878600,PRJEB1254,Illumina HiSeq 2000,6811025,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR299199.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1904326,ERR299201,200,5057695800,PRJEB1254,Illumina HiSeq 2000,6811049,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR299201.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1904322,ERR299202,200,5184068200,PRJEB1254,Illumina HiSeq 2000,6811061,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR299202.unmapped_marked_adapters.bam,Lethrinops longimanus 'redhead',Deep_Benthic,,MalinskyData
SAMEA1904324,ERR299203,200,4901057400,PRJEB1254,Illumina HiSeq 2000,6810978,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR299203.unmapped_marked_adapters.bam,Copadichromis quadrimaculatus,Utaka,,MalinskyData
SAMEA1904329,ERR299204,200,5561295800,PRJEB1254,Illumina HiSeq 2000,6810990,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR299204.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka,,MalinskyData
SAMEA1904330,ERR299205,200,4817302200,PRJEB1254,Illumina HiSeq 2000,6811002,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR299205.unmapped_marked_adapters.bam,Lethrinops sp. oliveri,Deep_Benthic,,MalinskyData
SAMEA1904331,ERR299206,200,5760780600,PRJEB1254,Illumina HiSeq 2000,6811014,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR299206.unmapped_marked_adapters.bam,Alticorpus geoffreyi,Deep_Benthic,,MalinskyData
SAMEA1904323,ERR299207,200,4499385000,PRJEB1254,Illumina HiSeq 2000,6811013,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR299207.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1904327,ERR299208,200,4639588000,PRJEB1254,Illumina HiSeq 2000,6811025,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR299208.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1904328,ERR299209,200,4320457800,PRJEB1254,Illumina HiSeq 2000,6811037,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR299209.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1904326,ERR299210,200,5052755400,PRJEB1254,Illumina HiSeq 2000,6811049,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR299210.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1904322,ERR299211,200,5182327400,PRJEB1254,Illumina HiSeq 2000,6811061,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR299211.unmapped_marked_adapters.bam,Lethrinops longimanus 'redhead',Deep_Benthic,,MalinskyData
SAMEA1904324,ERR299212,200,4897639200,PRJEB1254,Illumina HiSeq 2000,6810978,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR299212.unmapped_marked_adapters.bam,Copadichromis quadrimaculatus,Utaka,,MalinskyData
SAMEA1904329,ERR299213,200,5551961400,PRJEB1254,Illumina HiSeq 2000,6810990,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR299213.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka,,MalinskyData
SAMEA1904330,ERR299214,200,4811747200,PRJEB1254,Illumina HiSeq 2000,6811002,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR299214.unmapped_marked_adapters.bam,Lethrinops sp. oliveri,Deep_Benthic,,MalinskyData
SAMEA1904331,ERR299215,200,5754979800,PRJEB1254,Illumina HiSeq 2000,6811014,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR299215.unmapped_marked_adapters.bam,Alticorpus geoffreyi,Deep_Benthic,,MalinskyData
SAMEA1920091,ERR315229,200,4944000800,PRJEB1254,Illumina HiSeq 2000,6813853,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR315229.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920093,ERR315230,200,5356281000,PRJEB1254,Illumina HiSeq 2000,6813865,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR315230.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920098,ERR315235,200,4589767400,PRJEB1254,Illumina HiSeq 2000,6813830,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR315235.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920092,ERR315227,200,5395234800,PRJEB1254,Illumina HiSeq 2000,6813829,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR315227.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920090,ERR315228,200,5130672800,PRJEB1254,Illumina HiSeq 2000,6813841,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR315228.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC,,MalinskyData
SAMEA1920094,ERR315231,200,5078915200,PRJEB1254,Illumina HiSeq 2000,6813877,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR315231.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920095,ERR315232,200,4092937200,PRJEB1254,Illumina HiSeq 2000,6813794,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR315232.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic,,MalinskyData
SAMEA1920096,ERR315233,200,4584770600,PRJEB1254,Illumina HiSeq 2000,6813806,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR315233.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA1920097,ERR315234,200,5073056200,PRJEB1254,Illumina HiSeq 2000,6813818,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR315234.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic,,MalinskyData
SAMEA3388853,ERR1081365,250,15278502250,PRJEB1254,Illumina HiSeq 2000,14544772,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081365.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhamphochromis,,MalinskyData
SAMEA3388854,ERR1081366,250,13881727000,PRJEB1254,Illumina HiSeq 2000,14544784,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081366.unmapped_marked_adapters.bam,Stigmatochromis guttatus,Shallow_Benthic,,MalinskyData
SAMEA3388855,ERR1081367,250,14060940500,PRJEB1254,Illumina HiSeq 2000,14544796,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081367.unmapped_marked_adapters.bam,Tyrannochromis nigriventer,Shallow_Benthic,,MalinskyData
SAMEA3388856,ERR1081368,250,13875560750,PRJEB1254,Illumina HiSeq 2000,14544808,PAIRED,GENOMIC,ILLUMINA,PRJEB1254/ERR1081368.unmapped_marked_adapters.bam,Rhamphochromis woodi,Rhamphochromis,,MalinskyData
